file,individuals,class_assertions,opa,chain_rules,transitive_roles,functional_roles,convert_ms,precheck_ms,clash,timed_out,edges,type_adds,edge_adds
ore_ont_10413,2,0,1,0,0,0,1,0,false,false,1,0,1
ore_ont_11866,2,0,1,0,0,0,1,0,false,false,1,0,1
ore_ont_12101,1,1,0,0,0,0,1,0,false,false,0,1,0
ore_ont_13852,1,1,0,0,0,0,87,1,false,false,0,1,0
ore_ont_15461,1,1,0,0,0,0,1,0,false,false,0,1,0
ore_ont_2128,1,1,0,0,0,0,89,1,false,false,0,1,0
ore_ont_2557,2,0,1,0,0,0,1,0,false,false,1,0,1
ore_ont_2654,1,1,0,0,0,0,2,0,false,false,0,1,0
ore_ont_3260,1,1,0,0,0,0,2,0,false,false,0,1,0
ore_ont_3592,1,1,0,0,0,0,3,0,false,false,0,1,0
ore_ont_4856,1,1,0,0,0,0,0,0,false,false,0,1,0
ore_ont_7464,1,1,0,0,0,0,1,0,false,false,0,1,0
ore_ont_8119,1,1,0,0,0,0,4,0,false,false,0,1,0
ore_ont_8347,1,1,0,0,0,0,88,1,false,false,0,1,0
ore_ont_12698,2,2,0,2,10,2,171,3,false,false,0,6,0
ore_ont_7532,2,2,0,2,36,25,22,0,false,false,0,0,0
ore_ont_16777,4,0,3,0,0,0,3,0,false,false,3,0,3
ore_ont_2485,3,3,0,0,0,0,1,0,false,false,0,1,0
ore_ont_3978,3,3,0,0,2,0,7,0,false,false,0,3,0
ore_ont_10362,2,4,0,0,9,0,2,0,false,false,0,10,0
ore_ont_2036,5,5,0,0,0,0,1,0,false,false,0,18,0
ore_ont_3250,3,3,2,0,0,0,2,0,false,false,2,3,2
ore_ont_508,5,5,0,0,0,0,1,0,false,false,0,18,0
ore_ont_9509,5,5,0,0,0,0,0,0,false,false,0,5,0
ore_ont_9635,3,5,1,0,0,6,2,0,false,false,2,7,2
ore_ont_10536,10,0,7,0,0,0,1,0,false,false,7,0,7
ore_ont_14273,10,0,7,0,0,0,1,0,false,false,7,0,7
ore_ont_1526,8,8,0,0,0,0,1,0,false,false,0,8,0
ore_ont_178,8,8,0,0,0,1,2,0,false,false,0,12,0
ore_ont_6696,8,8,0,0,0,0,9,0,false,false,0,8,0
ore_ont_8462,12,0,8,0,0,0,2,0,false,false,8,0,8
ore_ont_13066,12,0,10,0,0,0,2,0,false,false,10,0,10
ore_ont_11316,11,11,0,0,7,0,17,0,false,false,0,11,0
ore_ont_13503,11,11,0,0,0,0,1,0,false,false,0,11,0
ore_ont_778,10,10,2,0,3,0,3,0,false,false,2,64,2
ore_ont_11484,13,13,0,0,4,2,25,0,false,false,0,26,0
ore_ont_11895,13,26,0,0,0,2,1,0,false,false,0,26,0
ore_ont_12253,15,16,0,0,4,0,2,0,false,false,0,56,0
ore_ont_10833,18,0,15,0,0,0,1,0,false,false,15,0,15
ore_ont_8369,21,0,15,0,0,0,3,0,false,false,15,0,15
ore_ont_10006,18,18,0,33,22,2,363,7,false,false,0,90,0
ore_ont_10908,18,18,0,7,18,4,10,0,false,false,0,90,0
ore_ont_1938,18,18,0,33,22,2,2009,37,false,false,0,90,0
ore_ont_5292,18,18,0,0,0,0,1,0,false,false,0,21,0
ore_ont_5359,18,18,0,0,4,1,4,0,false,false,0,144,0
ore_ont_7455,18,18,0,55,0,0,385,7,false,false,0,107,0
ore_ont_15803,19,19,0,0,1,0,10272,278,false,false,0,152,0
ore_ont_11526,19,0,21,0,0,0,3,0,false,false,21,0,21
ore_ont_580,21,21,0,0,0,0,1,0,false,false,0,21,0
ore_ont_13299,22,22,0,0,16,2,35,0,false,false,0,168,0
ore_ont_5502,22,22,0,0,16,2,22,0,false,false,0,168,0
ore_ont_5107,24,24,0,0,0,2,1,0,false,false,0,24,0
ore_ont_1325,27,27,0,0,0,0,4,0,false,false,0,76,0
ore_ont_1034,28,0,28,0,0,0,3,0,false,false,28,0,28
ore_ont_2237,31,0,28,0,0,0,3,0,false,false,28,0,28
ore_ont_1853,16,32,0,0,12,20,4,0,false,false,0,39,0
ore_ont_2526,16,32,0,0,12,20,4,0,false,false,0,39,0
ore_ont_394,16,15,17,7,0,0,4,0,false,false,63,184,63
ore_ont_7418,46,0,34,0,0,0,4,0,false,false,34,0,34
ore_ont_6722,18,35,0,55,0,0,817,15,false,false,0,107,0
ore_ont_11889,18,36,0,0,0,0,6,0,false,false,0,18,0
ore_ont_13887,18,36,0,0,0,0,8,0,false,false,0,18,0
ore_ont_3770,36,0,36,0,0,0,2,0,false,false,36,0,36
ore_ont_11196,39,39,0,30,35,0,328,7,false,false,0,103,0
ore_ont_11553,39,39,0,30,36,0,201,4,false,false,0,103,0
ore_ont_15695,39,39,0,41,36,0,847,15,false,false,0,103,0
ore_ont_7517,41,41,0,0,0,3,1,0,false,false,0,131,0
ore_ont_13772,40,0,44,0,0,0,2,0,false,false,44,0,44
ore_ont_5966,44,44,0,0,0,0,3,0,false,false,0,44,0
ore_ont_15672,16,31,17,0,7,0,3,0,false,false,63,23,63
ore_ont_3262,12,27,24,0,12,0,5,0,false,false,152,126,152
ore_ont_2837,24,19,34,0,0,1,1,0,false,false,67,33,67
ore_ont_6417,46,0,53,0,0,0,4,0,false,false,53,0,53
ore_ont_14588,47,84,8,0,0,19,1,0,false,false,8,165,8
ore_ont_12342,49,54,2,0,15,7,7,0,false,false,4,375,4
ore_ont_7339,57,76,0,0,0,0,7,0,false,false,0,57,0
ore_ont_13737,58,58,0,0,2,2,3,0,false,false,0,28,0
ore_ont_5164,58,0,58,0,0,0,6,0,false,false,58,0,58
ore_ont_13077,24,78,28,0,0,2,3,0,false,false,40,81,40
ore_ont_10888,47,47,14,0,7,0,3,0,false,false,14,55,14
ore_ont_11523,47,47,14,0,7,0,1,0,false,false,14,55,14
ore_ont_14848,47,47,14,0,7,0,1,0,false,false,14,55,14
ore_ont_16289,47,47,14,0,7,0,1,0,false,false,14,55,14
ore_ont_16359,47,47,14,0,7,0,3,0,false,false,14,55,14
ore_ont_16855,47,47,14,0,7,0,3,0,false,false,14,55,14
ore_ont_1902,47,47,14,0,7,0,2,0,false,false,14,55,14
ore_ont_1944,47,47,14,0,7,0,2,0,false,false,14,55,14
ore_ont_2989,47,47,14,0,7,0,3,0,false,false,14,55,14
ore_ont_3789,47,47,14,0,7,0,1,0,false,false,14,55,14
ore_ont_4428,47,47,14,0,7,0,3,0,false,false,14,55,14
ore_ont_5159,47,47,14,0,7,0,2,0,false,false,14,55,14
ore_ont_5572,47,47,14,0,7,0,1,0,false,false,14,55,14
ore_ont_8951,47,47,14,0,7,0,3,0,false,false,14,55,14
ore_ont_9002,47,47,14,0,7,0,3,0,false,false,14,55,14
ore_ont_16535,25,38,24,0,7,0,3,0,false,false,77,76,77
ore_ont_6589,61,62,0,0,0,0,3,0,false,false,0,145,0
ore_ont_15421,72,108,0,0,0,0,1,0,false,false,0,216,0
ore_ont_2744,29,90,44,0,2,42,8,0,false,false,82,62,82
ore_ont_6855,33,81,46,0,0,34,3,0,false,false,62,41,62
ore_ont_2066,49,67,15,0,0,0,4,0,false,false,15,241,15
ore_ont_10621,85,85,0,0,0,66,934,18,false,false,0,0,0
ore_ont_5184,15,17,76,0,9,0,3,0,false,false,76,47,76
ore_ont_9783,15,17,76,0,9,0,4,0,false,false,76,47,76
ore_ont_12566,75,82,26,0,0,0,7,0,false,false,26,288,26
ore_ont_11296,42,42,60,0,0,14,2,0,false,false,60,67,60
ore_ont_8294,102,102,0,0,23,3,26,0,false,false,0,306,0
ore_ont_9557,51,93,36,0,0,23,3,0,false,false,130,93,130
ore_ont_2038,103,103,0,0,1,0,1,0,false,false,0,103,0
ore_ont_7417,74,104,30,0,0,0,2,0,false,false,30,73,30
ore_ont_13928,106,106,0,33,22,2,800,15,false,false,0,90,0
ore_ont_8460,23,32,77,0,9,0,4,0,false,false,77,75,77
ore_ont_3377,19,113,0,1,0,0,10778,277,false,false,0,379,0
ore_ont_8666,125,131,6,0,0,5,2,0,false,false,6,195,6
ore_ont_13704,46,76,99,0,0,29,3,0,false,false,100,57,100
ore_ont_2678,112,252,44,0,1,0,7,0,false,false,64,142,64
ore_ont_6999,158,158,0,0,0,154,7,0,false,false,0,113,0
ore_ont_15068,166,166,0,0,0,0,4,0,false,false,0,938,0
ore_ont_2775,166,166,0,0,4,0,1,0,false,false,0,166,0
ore_ont_2860,72,86,102,0,0,71,4,0,false,false,102,141,102
ore_ont_13545,179,179,0,9,15,6,21,0,false,false,0,323,0
ore_ont_8050,115,116,63,0,0,0,8,0,false,false,103,670,103
ore_ont_16303,151,163,20,0,0,0,46,1,false,false,30,1285,30
ore_ont_11577,197,197,0,0,0,0,6,0,false,false,0,197,0
ore_ont_5964,193,195,9,0,16,14,19,0,false,false,10,316,10
ore_ont_13113,148,103,106,7,0,0,17,0,false,false,123,841,123
ore_ont_15682,138,265,56,0,1,12,5,0,false,false,110,378,110
ore_ont_9890,216,216,0,3,16,7,8,0,false,false,0,601,0
ore_ont_3259,119,0,220,0,0,0,5,0,false,false,220,0,220
ore_ont_7499,149,149,74,6,29,1,69,2,false,false,296,1087,296
ore_ont_9429,124,183,47,0,15,7,174,1,false,false,83,824,83
ore_ont_13383,103,179,134,0,7,0,5,0,false,false,160,791,160
ore_ont_15575,103,179,134,0,7,0,9,0,false,false,160,791,160
ore_ont_5564,103,179,134,0,7,0,7,0,false,false,160,791,160
ore_ont_6857,103,179,134,0,7,0,9,0,false,false,160,791,160
ore_ont_9096,103,179,134,0,7,0,11,0,false,false,160,791,160
ore_ont_14924,189,189,89,0,2,0,5,1,false,false,664,708,664
ore_ont_2456,279,279,0,0,0,0,4,0,false,false,0,279,0
ore_ont_8006,124,221,155,0,7,0,14,0,false,false,181,1056,181
ore_ont_8019,124,221,155,0,7,0,17,1,false,false,181,1056,181
ore_ont_13132,101,273,28,0,0,0,4,0,false,false,50,439,50
ore_ont_10080,161,274,19,6,14,7,297,4,false,false,19,728,19
ore_ont_13035,138,242,55,6,0,0,4,0,false,false,503,876,503
ore_ont_11978,118,0,299,0,0,0,4,0,false,false,299,0,299
ore_ont_11016,109,216,198,0,0,0,8,0,false,false,257,604,257
ore_ont_1823,158,314,0,0,0,0,3,0,false,false,0,313,0
ore_ont_13755,315,315,0,0,0,0,37,0,false,false,0,315,0
ore_ont_9772,316,316,0,0,0,0,38,0,false,false,0,316,0
ore_ont_13153,150,284,174,0,7,0,25,0,false,false,207,1267,207
ore_ont_10952,150,284,179,0,7,0,26,1,false,false,212,1272,212
ore_ont_15297,150,284,179,0,7,0,25,1,false,false,212,1272,212
ore_ont_5894,150,284,179,0,7,0,25,1,false,false,212,1272,212
ore_ont_8595,150,284,179,0,7,0,24,0,false,false,212,1272,212
ore_ont_13912,121,1095,217,0,0,2,41,2,false,false,433,788,433
ore_ont_2677,158,294,181,0,7,0,38,1,false,false,214,1315,214
ore_ont_2318,159,298,184,0,7,0,38,1,false,false,217,1323,217
ore_ont_14551,258,317,47,0,16,13,175,1,false,false,83,769,83
ore_ont_13762,115,217,165,0,0,0,3,0,false,false,253,266,253
ore_ont_13398,392,392,0,0,2,0,4,0,false,false,0,392,0
ore_ont_7663,417,417,0,0,0,0,5,0,false,false,0,417,0
ore_ont_10702,206,227,246,0,1,6,5,1,false,false,1240,696,1240
ore_ont_10314,478,478,0,0,0,0,5,0,false,false,0,478,0
ore_ont_8203,502,502,0,0,1,0,28,0,false,false,0,502,0
ore_ont_2453,414,148,361,0,0,0,6,0,false,false,500,885,500
ore_ont_10860,ERR101,,,,,,,,,,,,
ore_ont_15860,260,516,0,0,0,0,29,0,false,false,0,1148,0
ore_ont_15231,537,537,0,0,1,0,6,0,false,false,0,537,0
ore_ont_5774,206,208,373,0,0,7,4,0,false,false,539,671,539
ore_ont_4400,602,602,0,0,0,0,9,0,false,false,0,602,0
ore_ont_2313,363,466,147,0,3,0,19,1,false,false,293,4963,293
ore_ont_15516,171,318,413,0,0,0,5,0,true,false,0,354,710
ore_ont_2669,171,318,413,0,0,0,8,0,true,false,0,354,710
ore_ont_13219,324,1680,375,0,0,118,88,1,false,false,375,755,375
ore_ont_6020,603,742,34,0,0,9,9,1,false,false,34,3302,34
ore_ont_16054,746,746,0,0,0,0,8,0,false,false,0,746,0
ore_ont_12955,662,357,504,1,14,10,11,1,false,false,1289,492,1289
ore_ont_6446,567,1290,435,1,3,4,49,6,false,false,944,1991,944
ore_ont_6720,979,994,0,0,0,0,8,1,true,false,0,4059,0
ore_ont_5548,661,6566,483,0,0,20,865,39,false,false,781,4310,781
ore_ont_8941,215,636,986,0,5,16,33,3,false,false,1695,1253,1695
ore_ont_1481,1063,382,919,0,0,0,14,0,false,false,1276,1072,1276
ore_ont_10874,445,1324,869,0,1,0,43,3,false,false,891,1467,891
ore_ont_6060,1285,1362,52,0,5,0,42,4,false,false,897,9361,897
ore_ont_7320,1285,1362,52,0,5,0,44,4,false,false,897,9361,897
ore_ont_11696,1285,1362,53,0,5,0,42,4,false,false,898,9361,898
ore_ont_4958,1285,1362,58,0,5,0,40,4,false,false,990,9361,990
ore_ont_10594,1285,1362,59,0,5,0,45,4,false,false,906,9361,906
ore_ont_10749,1285,1362,63,5,0,0,67,3,false,false,1052,8956,1052
ore_ont_14896,1285,1362,63,0,5,0,39,5,false,false,1072,9361,1072
ore_ont_3357,1285,1362,63,0,5,0,41,5,false,false,1072,9361,1072
ore_ont_3795,1285,1362,63,0,5,0,45,4,false,false,1072,9361,1072
ore_ont_4210,1285,1362,63,0,5,0,44,4,false,false,1072,9361,1072
ore_ont_8417,1285,1362,63,0,5,0,39,5,false,false,1072,9361,1072
ore_ont_16642,1285,1436,64,0,5,0,43,5,false,false,1080,9361,1080
ore_ont_4834,1285,1362,64,0,5,0,43,5,false,false,1002,9406,1002
ore_ont_7014,1285,1414,65,0,5,0,42,5,false,false,910,9397,910
ore_ont_5220,1428,1428,0,0,0,0,8,0,false,false,0,1428,0
ore_ont_7025,1285,1414,70,0,5,0,44,4,false,false,1002,9397,1002
ore_ont_7237,1285,1414,70,0,5,0,43,4,false,false,1002,9397,1002
ore_ont_5943,1285,1362,71,0,5,0,39,4,false,false,1003,9397,1003
ore_ont_990,1306,1383,54,0,5,0,41,4,false,false,899,9382,899
ore_ont_10409,1155,1389,237,0,8,0,73,6,false,false,2927,6553,2927
ore_ont_10985,1155,1389,237,0,8,0,73,6,false,false,2927,6553,2927
ore_ont_5092,1155,1389,237,0,8,0,73,6,false,false,2927,6553,2927
ore_ont_960,1155,1389,237,0,8,0,77,6,false,false,2927,6553,2927
ore_ont_13337,1174,1408,238,0,8,0,75,6,false,false,2990,6663,2990
ore_ont_14134,1174,1400,238,0,8,0,72,6,false,false,2990,6663,2990
ore_ont_9668,1174,1408,238,0,8,0,76,8,false,false,2990,6663,2990
ore_ont_980,1323,1513,63,0,5,0,67,5,false,false,1087,9594,1087
ore_ont_2700,1321,1397,81,0,5,0,45,4,false,false,926,9614,926
ore_ont_15615,1351,1405,122,5,0,0,48,3,false,false,1125,9189,1125
ore_ont_6934,538,1149,1036,0,8,1,25,4,false,false,3826,3021,3826
ore_ont_14767,1285,1399,213,0,5,0,43,5,false,false,1892,9361,1892
ore_ont_15692,1285,1448,219,0,5,0,40,5,false,false,1985,9361,1985
ore_ont_7569,1285,1399,253,0,5,0,44,5,false,false,2083,9468,2083
ore_ont_3114,1155,1419,458,0,8,0,77,8,false,false,4413,6553,4413
ore_ont_6469,1155,1419,458,0,8,0,72,8,false,false,4413,6553,4413
ore_ont_6765,1155,1419,458,0,8,0,76,8,false,false,4413,6553,4413
ore_ont_7474,1155,1419,458,0,8,0,74,8,false,false,4413,6553,4413
ore_ont_5448,1160,1424,458,0,8,0,79,8,false,false,4413,6576,4413
ore_ont_15544,1174,1438,459,0,8,0,76,8,false,false,4476,6663,4476
ore_ont_16120,1174,1446,459,0,8,0,72,8,false,false,4476,6663,4476
ore_ont_1790,1174,1438,459,0,8,0,74,8,false,false,4476,6663,4476
ore_ont_2817,1174,1438,459,0,8,0,71,8,false,false,4476,6663,4476
ore_ont_3329,1174,1438,459,0,8,0,77,8,false,false,4476,6663,4476
ore_ont_6266,1174,1438,459,0,8,0,79,8,false,false,4476,6663,4476
ore_ont_8999,1174,1438,459,0,8,0,74,8,false,false,4476,6663,4476
ore_ont_12039,1176,1440,459,0,8,0,73,8,false,false,4476,6671,4476
ore_ont_9534,1197,1462,476,0,8,0,83,8,false,false,4645,7072,4645
ore_ont_148,1212,1519,482,0,8,0,78,8,false,false,4513,6868,4513
ore_ont_8730,469,0,1800,0,0,0,12,0,false,false,1800,0,1800
ore_ont_10173,1232,1495,507,0,8,0,76,9,false,false,4722,7258,4722
ore_ont_8322,1265,1597,503,0,8,0,72,8,false,false,4564,7529,4564
ore_ont_13674,1174,1438,595,0,8,0,72,8,false,false,4629,6750,4629
ore_ont_3050,1174,1438,595,0,8,0,72,8,false,false,4629,6750,4629
ore_ont_4527,1826,1826,0,0,2,0,25,0,false,false,0,1826,0
ore_ont_3905,1266,1211,660,0,0,0,42,2,false,false,1984,6483,1984
ore_ont_10242,1289,1230,669,8,0,0,45,7,false,false,6194,6690,6194
ore_ont_1340,1289,1230,669,0,0,0,42,2,false,false,2017,6593,2017
ore_ont_13621,1289,1230,669,8,0,0,45,7,false,false,6194,6690,6194
ore_ont_14194,1289,1230,669,8,0,0,41,7,false,false,6194,6690,6194
ore_ont_14450,1291,1232,669,0,0,0,47,2,false,false,2017,6603,2017
ore_ont_10781,590,1889,1341,0,0,0,26,3,false,false,2682,2884,2682
ore_ont_9540,198,138,1862,0,2,0,18,4,false,false,2656,265,2656
ore_ont_3313,2070,2070,0,0,0,0,24,1,false,false,0,9969,0
ore_ont_1346,2079,2079,0,0,0,0,13,0,false,false,0,2079,0
ore_ont_2266,2079,2079,0,0,0,0,18,0,false,false,0,2079,0
ore_ont_11362,2198,2198,0,0,0,0,19,0,false,false,0,2198,0
ore_ont_2749,720,2079,1501,0,1,0,80,7,false,false,1565,2388,1565
ore_ont_7775,1483,1483,845,0,15,0,30,1,false,false,845,1483,845
ore_ont_8175,2385,2385,0,0,1,0,19,0,false,false,0,2385,0
ore_ont_7052,813,2480,1672,0,1,0,101,10,true,false,0,2721,1778
ore_ont_14667,2733,2733,0,0,3,0,26,0,false,false,0,2733,0
ore_ont_16666,2295,2336,602,0,12,14,66,8,false,false,2556,15190,2556
ore_ont_6226,963,476,2475,0,0,0,15,1,false,false,2476,1806,2476
ore_ont_2792,2399,2493,669,0,12,16,76,9,false,false,2684,16036,2684
ore_ont_8744,3076,3076,0,0,2,0,29,0,false,false,0,3076,0
ore_ont_8641,3135,3135,0,1,0,0,44,1,false,false,0,3135,0
ore_ont_11703,3489,3489,0,0,3,0,29,1,false,false,0,3489,0
ore_ont_1555,3628,7204,0,0,0,0,113,2,false,false,0,10848,0
ore_ont_6817,3687,3687,0,0,1,0,20,1,false,false,0,6118,0
ore_ont_4737,5840,5949,0,0,4,0,61,1,false,false,0,4157,0
ore_ont_3529,4346,4346,0,0,0,0,77,2,false,false,0,4346,0
ore_ont_2578,5088,5088,0,0,2,0,88,2,false,false,0,5088,0
ore_ont_16632,312,15853,4865,0,2,0,7321,1627,false,false,5126,936,5126
ore_ont_15917,5474,5474,0,0,2,0,53,1,false,false,0,5474,0
ore_ont_13840,5596,5596,0,0,2,0,59,1,false,false,0,5596,0
ore_ont_15341,5596,5596,0,0,2,0,54,1,false,false,0,5596,0
ore_ont_9014,5858,5858,0,0,0,0,69,2,false,false,0,5858,0
ore_ont_9761,6868,6868,0,0,2,0,72,2,false,false,0,6868,0
ore_ont_443,2182,6140,4868,0,1,0,464,45,true,false,0,7185,5256
ore_ont_3640,1387,4676,2493,0,3,1,32,2,false,false,2493,3234,2493
ore_ont_2333,7178,7178,0,0,5,0,53,2,false,false,0,7178,0
ore_ont_3917,4865,5636,2271,0,21,16,110,28,false,false,6931,41780,6931
ore_ont_9881,4297,9104,2971,0,0,0,162,9,false,false,6132,13380,6132
ore_ont_3077,5145,5971,2342,0,22,16,113,29,false,false,7202,42776,7202
ore_ont_699,5200,6037,2355,0,22,16,115,29,false,false,7221,42963,7221
ore_ont_11124,8085,8085,0,0,3,0,70,3,false,false,0,8085,0
ore_ont_11378,5408,6290,2404,0,21,16,120,34,false,false,9901,44124,9901
ore_ont_12174,2260,7487,5391,0,9,12,802,93,false,false,10932,10493,10932
ore_ont_15288,2619,6745,5856,0,1,0,614,63,true,false,0,8355,6074
ore_ont_10754,3093,5873,6057,0,0,0,204,16,false,false,7899,17913,7899
ore_ont_8933,9161,9161,0,1,3,0,53,2,false,false,0,9161,0
ore_ont_10212,1970,6197,3656,0,3,1,42,3,false,false,3656,4171,3656
ore_ont_10275,10772,10772,0,0,5,0,65,4,false,false,0,10772,0
ore_ont_9792,2465,0,10889,0,0,0,99,6,false,false,12850,0,12850
ore_ont_7195,11276,11276,0,1,2,0,78,3,false,false,0,11276,0
ore_ont_9151,7565,8992,3094,0,27,21,177,65,false,false,22719,64533,22719
ore_ont_13949,11542,11542,0,1,2,0,82,3,false,false,0,11542,0
ore_ont_6132,3393,6235,8263,2,6,3,396,85,false,false,13708,12095,13708
ore_ont_9899,3393,6235,8263,2,6,3,399,86,false,false,13708,12095,13708
ore_ont_5695,2408,7806,4142,0,3,1,54,3,false,false,4142,5230,4142
ore_ont_330,11941,11941,0,1,3,0,70,4,false,false,0,11941,0
ore_ont_11502,12278,12278,0,1,0,0,85,3,false,false,0,12278,0
ore_ont_2624,12278,12278,0,0,1,0,96,3,false,false,0,12278,0
ore_ont_15098,6916,1398,11472,0,0,0,52,8,false,false,16571,4875,16571
ore_ont_7251,14187,14187,0,0,0,0,126,4,false,false,0,14187,0
ore_ont_10123,15133,15133,0,0,0,0,75,4,false,false,0,15133,0
ore_ont_4662,16685,16685,0,0,0,0,141,5,false,false,0,16685,0
ore_ont_7858,16685,16685,0,0,0,0,145,5,false,false,0,16685,0
ore_ont_10951,4330,13620,7856,0,3,1,90,7,false,false,7856,9156,7856
ore_ont_8792,22505,22505,0,0,0,0,182,6,false,false,0,22505,0
ore_ont_15733,23122,23122,0,8,3,0,217,10,false,false,0,23122,0
ore_ont_5059,17296,29199,0,0,53,0,200,43,false,false,0,172232,0
ore_ont_8480,24910,19184,10462,33,22,2,213,314,false,false,139295,103552,139295
ore_ont_16542,12573,28636,8945,0,0,0,784,30,false,false,18080,41264,18080
ore_ont_4033,34875,34959,0,0,0,0,724,3,false,false,0,0,0
ore_ont_15791,13668,8997,26762,0,0,0,150,30,false,false,53585,42816,53585
ore_ont_1685,13793,32065,15078,0,0,0,2731,24,false,false,19653,64615,19653
ore_ont_1212,33665,31325,9432,0,0,0,165,20,false,false,13975,91580,13975
ore_ont_2504,ERR124,,,,,,,,,,,,
ore_ont_1270,40125,28015,15267,0,9,2360,503,1533,false,false,67880,94191,67880
ore_ont_11311,45179,45179,0,8,3,0,375,19,false,false,0,45179,0
ore_ont_14742,46225,46225,0,0,2,0,1359,33,false,false,0,46225,0
ore_ont_6102,11310,25129,21153,3,0,0,190,25,false,false,32541,25129,32541
ore_ont_12651,47114,47114,0,0,1,0,1401,35,false,false,0,47114,0
ore_ont_13969,47114,47114,0,0,1,0,1388,35,false,false,0,47114,0
ore_ont_4744,47114,47114,0,0,1,0,1376,35,false,false,0,47114,0
ore_ont_14375,8746,31035,16415,0,3,1,196,16,false,false,16415,22106,16415
ore_ont_14897,48772,48772,0,10,6,0,316,18,false,false,0,48772,0
ore_ont_9684,52577,52577,0,10,6,0,336,18,false,false,0,52577,0
ore_ont_15991,11133,36262,20975,0,3,1,257,19,false,false,20975,24988,20975
ore_ont_2046,60502,60502,0,0,0,0,1263,3,false,false,0,0,0
ore_ont_15536,12026,39994,22712,0,3,1,285,22,false,false,22712,27719,22712
ore_ont_4557,63749,63749,0,0,0,0,1464,4,false,false,0,0,0
ore_ont_5602,65566,65566,0,0,0,0,1371,4,false,false,0,0,0
ore_ont_14216,66454,66454,0,0,0,0,1475,7,false,false,0,0,0
ore_ont_6477,66454,66454,0,0,0,0,2257,45,false,false,0,0,0
ore_ont_9768,66977,66977,0,0,0,0,1407,4,false,false,0,0,0
ore_ont_2253,67393,67393,0,0,0,0,1510,8,false,false,0,0,0
ore_ont_16315,58273,32918,37222,33,22,2,484,5064,false,true,0,223257,1392651
ore_ont_3816,5162,29818,66921,0,18,17,14456,185,false,false,190698,10667,190698
ore_ont_5103,14728,46967,27373,0,3,1,328,26,false,false,27373,32109,27373
ore_ont_5753,20941,41108,54750,3,0,15,32838,67,true,false,0,21955,96497
ore_ont_6478,77620,77620,0,1,2,0,450,23,false,false,0,77620,0
ore_ont_7993,78497,78497,0,0,0,0,1622,5,false,false,0,0,0
ore_ont_5760,78934,78934,0,0,0,0,1954,8,false,false,0,0,0
ore_ont_11110,81052,81052,0,0,1,0,654,33,false,false,0,81052,0
ore_ont_191,81052,81052,0,0,1,0,664,32,false,false,0,81052,0
ore_ont_6682,40069,0,89292,0,2,0,2158,72,false,false,89292,0,89292
ore_ont_14556,17521,56441,33095,0,3,1,388,32,false,false,33095,38793,33095
ore_ont_14881,98536,98536,0,0,23,1,808,55,false,false,0,98536,0
ore_ont_14543,98893,98893,0,0,1,0,804,30,false,false,0,98893,0
ore_ont_11207,18419,65825,34157,0,3,1,443,34,false,false,34157,46836,34157
ore_ont_12448,102970,102970,0,1,2,0,805,40,false,false,0,102970,0
ore_ont_10127,20902,66321,39227,0,3,1,467,38,false,false,39227,45127,39227
ore_ont_15172,108314,108314,0,7,0,0,615,26,false,false,0,108314,0
ore_ont_7914,108512,108512,0,33,38,1,865,60,false,false,0,108512,0
ore_ont_14221,21979,72797,40924,0,3,1,544,40,false,false,40924,50621,40924
ore_ont_4572,ERR124,,,,,,,,,,,,
ore_ont_5781,128056,128056,0,1,0,0,698,36,false,false,0,128056,0
ore_ont_10929,ERR124,,,,,,,,,,,,
ore_ont_10838,95653,61520,73952,33,22,2,887,5219,false,true,0,363978,797869
ore_ont_3873,137569,137569,0,0,6,0,955,96,false,false,0,137569,0
ore_ont_3954,139447,139447,0,0,2,0,803,45,false,false,0,139447,0
ore_ont_3087,95453,66979,76012,33,22,2,938,5035,false,true,0,389062,2213016
ore_ont_5755,143388,143388,0,0,2,0,830,46,false,false,0,143388,0
ore_ont_9567,143388,143388,0,0,2,0,840,46,false,false,0,143388,0
ore_ont_15725,26781,93868,50714,0,3,1,674,52,false,false,50714,66825,50714
ore_ont_2361,144897,144897,0,5,2,0,1106,113,false,false,0,144897,0
ore_ont_5549,144897,144897,0,5,2,0,1115,104,false,false,0,144897,0
ore_ont_8068,155169,155169,0,0,1,0,1120,119,false,false,0,155169,0
ore_ont_12414,163244,163244,0,0,1,0,1320,113,false,false,0,163244,0
ore_ont_15635,ERR124,,,,,,,,,,,,
ore_ont_7557,112691,90792,80434,33,22,2,1480,5045,false,true,0,481814,2951077
ore_ont_6233,176043,176043,0,0,0,0,3865,17,false,false,0,0,0
ore_ont_10068,180242,180242,0,0,0,0,1153,61,false,false,0,180242,0
ore_ont_4054,180400,180400,0,1,2,0,1481,97,false,false,0,180400,0
ore_ont_1306,182784,182784,0,0,0,0,3908,14,false,false,0,0,0
ore_ont_10697,36264,116002,70401,0,3,1,853,71,false,false,70401,79482,70401
ore_ont_15846,129647,111561,78441,33,22,2,1466,5074,false,true,0,646882,2294972
ore_ont_1579,129647,111578,78441,55,0,0,1481,1502,false,false,739463,646899,739463
ore_ont_3560,214804,214804,0,2,0,0,3272,98,false,false,0,214804,0
ore_ont_5519,214804,214804,0,0,2,0,3456,104,false,false,0,214804,0
ore_ont_1199,117925,115622,99820,33,22,2,1638,5211,false,true,0,511158,3234618
